geom,idespacio,nombre_del_espacio,longitude,latitude,tipo_de_cineclub,el_espacio_de_exhibicion_depende_de,ano_de_apertura,objetivo,frecuencia_de_exhibicion,tipo_de_poblacion,facebook,instagram,otra,estatus
POINT(-99.0416738784395 19.3841103540353),15,Cine Comunitario CABEZA DE JUÁREZ,"-99,04167388","19,38411035",Presencial en un lugar fijo,Independiente,2020,Formar comunidad por medio del cine,Sin temporalidad fija,Comunidades específicas,https://www.facebook.com/TribuFantasma,Sin información,Sin información,Activo
POINT(-99.1609070106616 19.4121548015831),152,Cine Debate at Poch@ House,"-99,16090701","19,4121548",Presencial en un lugar fijo,Independiente,2019,Reflexionar sobre temáticas diversas a través del cine,Mensualmente,Comunidades específicas,https://www.facebook.com/OtrosDreams,https://www.instagram.com/pochxHouse/,http://www.odamexico.org/?fbclid=IwAR3OfXH6Z7IVCKiluI3EIMp8xvepukTvm0cTqk2tYw8mbb0OSCAQz5WM7Aw,Activo
POINT(-99.281682694349 19.3423022876523),134,Cine Foro Mayahuel ,"-99,28168269","19,34230229",Presencial en un lugar fijo,Comunitario,2009,Reflexionar sobre temáticas diversas a través del cine,Semanalmente,Para todo público,https://www.facebook.com/CineForoMayahuel,Sin información,Twitter: CineForoMaya,Activo
POINT(-99.1022916185168 19.3036968235709),51,Cine Foro UPAVIG,"-99,10229162","19,30369682",Presencial en un lugar fijo,Institución educativa pública,2020,Reflexionar sobre temáticas diversas a través del cine,Sin temporalidad fija,Comunidades específicas,https://www.facebook.com/UPAVIG.UAMXochimilco,https://www.instagram.com/upavig.uamx/,https://unidaddegenero.xoc.uam.mx/2022/07/14/violencia-hacia-las-mujeres-la-mirada-de-las-realizadoras/,Activo
POINT(-99.1428912 19.4381352),143,Cine La Nana,"-99,1428912","19,4381352",Presencial en un lugar fijo,Independiente,2016,Reflexionar sobre temáticas diversas a través del cine,Semanalmente,Infancias,https://www.facebook.com/lananaconarte/,https://www.instagram.com/lananaconarte/,https://www.conartemx.net/lanana?fbclid=IwAR2ElQxr3-vzeowNW2lOzzY9PNbzyIIL1r__AWJzS1L_GPVKNBHy04sc8ME,Activo
POINT(-99.1775966910941 19.4073928016893),146,Cine Lido,"-99,17759669","19,4073928",Presencial en un lugar fijo,Dependencia de Gobierno Federal,Sin información,Sin información,Sin información,Comunidades específicas,https://www.facebook.com/CentroCulturalBellaEpoca,Sin información,https://www.fondodeculturaeconomica.com/?fbclid=IwAR38RPvMWC8YKc5O-TnMciBCzNS0xBa_PCX-FEeq1Lgj5-HlM33NN1WCC1E,Activo
POINT(-99.1596484492028 19.3697370838352),116,Cine Móvil ToTo ,"-99,15964845","19,36973708",Itinerante,Independiente,2013,Promover el cine mexicano,Sin temporalidad fija,Para todo público,https://www.facebook.com/cinemoviltoto/,https://www.instagram.com/cinemoviltoto/,https://twitter.com/cinemoviltoto  ,Activo
POINT(-99.0114648046514 19.254901680269),43,Cine Tlacuache,"-99,0114648","19,25490168",Itinerante,Independiente,2019,Promover el cine,Semanalmente,Para todo público,https://www.facebook.com/CinemovilTlacuache/?locale=es_LA,https://www.instagram.com/cine_tlacuache/?hl=es-la,Sin información,Activo
POINT(-99.1604878017965 19.4089609499019),140,Cine Tonalá,"-99,1604878","19,40896095",Presencial en un lugar fijo,Independiente,2012,Promover el cine,Semanalmente,Comunidades específicas,https://www.facebook.com/cinetonala,https://www.instagram.com/cinetonala/,https://www.cinetonala.mx/,Activo
POINT(-99.1880212 19.2980103),234,Cine Villa  Olímpica,"-99,1880212","19,2980103",Presencial en un lugar fijo,Alcaldía,2016,Formar públicos cinematográficos,Semanalmente,Para todo público,https://www.facebook.com/cinevillaolimpica,Sin información,https://www.tlalpan.cdmx.gob.mx/cine-villa-olimpica/?fbclid=IwAR1UwAeS8aLcuJ5bTF0L6SvCdRM0Q4G4RhT3zCa-tmG4yCXNuAfVjwLri74,Activo
POINT(-99.1390384780367 19.4513600621356),206,Cine club Bravo,"-99,13903848","19,45136006",Itinerante,Independiente,2001,Formar comunidad por medio del cine,Mensualmente,Para todo público,https://www.facebook.com/Cineclubravo/,https://www.instagram.com/cineclubravo/,https://www.cineclubbravo.com/?fbclid=IwAR0s_uz4uHFN2F-iLpARp-ffi5oWzwW1b_q3qQ9gLC4XqgH1C22FjBDKfjk,Activo
POINT(-99.200750547758 19.4535628780238),49,Cine club Butaca Serdán- Preparatoria Carmen Serdán IEMS,"-99,20075055","19,45356288",Mixto,Institución educativa pública,2019,Reflexionar sobre temáticas diversas a través del cine,Sin temporalidad fija,Estudiantes,https://www.facebook.com/ButacaSerdanCineClub?mibextid=ZbWKwL,Sin información,Sin información,Activo
POINT(-99.1232456171112 19.4423635673701),148,Cine club Casa Barrio Tepito,"-99,12324562","19,44236357",Presencial en un lugar fijo,Comunitario,2018,Formar comunidad por medio del cine,Dos veces por semana,Para todo público,https://www.facebook.com/CasaBarrioTepito/,https://www.instagram.com/casabarriotepito/,https://www.casabarriotepito.com/,Activo
POINT(-99.1894437338598 19.3374745061858),87,Cine club Conagua,"-99,18944373","19,33747451",Presencial en un lugar fijo,Dependencia de Gobierno Federal,2022,Reflexionar sobre temáticas diversas a través del cine,Sin temporalidad fija,Sin información,Sin información,Sin información,Sin información,Activo
POINT(-99.1676668358265 19.2658996798668),2,Cine club El gato azul,"-99,16766684","19,26589968",Mixto,Comunitario,2015,Formar comunidad por medio del cine,Sin temporalidad fija,Vecinos,https://www.facebook.com/Cine-Club-El-Gato-Azul-1421567211391409,Sin información,Sin información,Activo
POINT(-99.1812179944452 19.4033969662804),212,Cine club Elena Poniatowska,"-99,18121799","19,40339697",Presencial en un lugar fijo,Independiente,2018,Garantizar el ejercicio de los derechos culturales,Semanalmente,Para todo público,https://www.facebook.com/fundacionelenaponiatowskaamor,fundacion.poniatowska,Sin información,Activo
POINT(-99.1965054781978 19.3322191555431),130,Cine club Filosofía y Letras,"-99,19650548","19,33221916",Presencial en un lugar fijo,Institución educativa pública,2018,Reflexionar sobre temáticas diversas a través del cine,Semanalmente,Universitarios,https://www.facebook.com/facultaddefilosofiayletras/,Sin información,http://www.filos.unam.mx/,Activo
POINT(-99.1007931900895 19.3596191480432),18,Cine club de la Casa de Cultura Guillermo Bonfil Batalla ,"-99,10079319","19,35961915",Presencial en un lugar fijo,Alcaldía,2019,Formar públicos cinematográficos,Sin temporalidad fija,Para todo público,https://www.facebook.com/Cultura.AlcaldiaIztapalapa,Sin información,https://sic.cultura.gob.mx/ficha.php?table=centro_cultural&table_id=1042,Activo
POINT(-99.1338874324182 19.4319970711719),27,Cine Ágora,"-99,13388743","19,43199707",Presencial en un lugar fijo,Dependencia del Gobierno de la CDMX,2020,Reflexionar sobre temáticas diversas a través del cine,Quincenalmente,Comunidades específicas,https://es-la.facebook.com/AgoraGaleriaDelPueblo/,Sin información,Sin información,Activo
POINT(-99.0056686 19.2690289),221,CineClub ComunitarioRiachuelo Sepentino,"-99,0056686","19,2690289",Presencial en un lugar fijo,Comunitario,2015,Garantizar el ejercicio de los derechos culturales,Quincenalmente,Para todo público,https://www.facebook.com/espacioparlamentario,Sin información,Sin información,Activo
POINT(-99.1674771232308 19.2894520381995),341,CineClub Congreso 20,"-99,16747712","19,28945204",Presencial en un lugar fijo,Dependencia de Gobierno Federal,2023,Formar comunidad por medio del cine,Quincenalmente,Para todo público,https://es-la.facebook.com/DIFCDMX/,https://www.instagram.com/difciudaddemexico/?hl=es,Sin información,Activo
POINT(-99.1393557931722 19.4362187369008),159,CineClub Munal,"-99,13935579","19,43621874",Sin información,Dependencia de Gobierno Federal,Sin información,Sin información,Sin información,Sin información,https://www.facebook.com/munal.inba/,Sin información,Sin información,Activo
POINT(-99.1504363203674 19.3507868278217),335,CineClubA7,"-99,15043632","19,35078683",Presencial en un lugar fijo,Institución educativa privada,2019,Formar públicos cinematográficos,Dos veces por semana,Estudiantes,Sin información,Sin información,www.arte7.net,Activo
POINT(-99.1502664413732 19.3509721456412),53,CineClubA7,"-99,15026644","19,35097215",Presencial en un lugar fijo,Institución educativa privada,2019,Reflexionar sobre temáticas diversas a través del cine,Dos veces por semana,Estudiantes,Sin información,Sin información,www.arte7.net,Activo
,351,CineForo Mayahuel,"-99,28174465",,Mixto,Comunitario,2013,Formar comunidad por medio del cine,Una vez por semana,Para todo público,https://www.facebook.com/CineForoMayahuel/,,Sin información,Activo
POINT(-99.1425693671187 19.3642683788065),36,"Cineclub ""Cinema Verde""","-99,14256937","19,36426838",Mixto,Independiente,2019,Reflexionar sobre temáticas diversas a través del cine,Sin temporalidad fija,Para todo público,Sin información,https://www.instagram.com/cinema_verdee/,Sin información,Activo
POINT(-99.058789584536 19.3056703083862),227,"Cineclub ""Conejo en la Luna"" (Casa de cultura Los Olivos)","-99,05878958","19,30567031",Presencial en un lugar fijo,Alcaldía,2019,Garantizar el ejercicio de los derechos culturales,Dos veces por semana,Para todo público,https://www.facebook.com/desarrollosocialtlh/,Sin información,Sin información,Activo
POINT(-99.1288222510391 19.4346631742347),50,"Cineclub ""Vicente Rojo"" del Centro Cultural de la SHCP","-99,12882225","19,43466317",Presencial en un lugar fijo,Dependencia de Gobierno Federal,2023,Formar comunidad por medio del cine,Semanalmente,Para todo público,https://www.facebook.com/HaciendaEsPatrimonioCultural/,https://www.instagram.com/haciendaespatrimoniocultural/?hl=es,https://twitter.com/HaciendaCultura?ref_src=twsrc%5Egoogle%7Ctwcamp%5Eserp%7Ctwgr%5Eauthor,Activo
POINT(-99.1780924447154 19.3786261027502),64,Cineclub Audiovideorama Parque Hundido,"-99,17809244","19,3786261",Mixto,Alcaldía,2022,Promover el cine,Sin temporalidad fija,Para todo público,https://www.facebook.com/cineclubparquehundido,Sin información,Sin información,Activo
POINT(-99.0528847591217 19.3738461967093),99,Cineclub CINEITIZ ,"-99,05288476","19,3738462",Presencial en un lugar fijo,Institución educativa pública,2023,Formar públicos cinematográficos,Semanalmente,Estudiantes,https://www.facebook.com/TecNMCampusIztapalapa?mibextid=ZbWKwL,Sin información,Sin información,Activo
POINT(-99.1612465170791 19.3644782760022),14,Cineclub CT6,"-99,16124652","19,36447828",Presencial en un lugar fijo,Comunitario,2020,Formar comunidad por medio del cine,Sin temporalidad fija,Comunidades específicas,https://www.facebook.com/groups/comunidadcitytowersgreenandblack,Sin información,Sin información,Activo
POINT(-99.1719798392009 19.4162579818595),153,Cineclub Casa Negra (antes Cine Oculto),"-99,17197984","19,41625798",Itinerante,Independiente,2012,Formar públicos cinematográficos,Mensualmente,Para todo público,Sin información,Sin información,Sin información,Activo
POINT(-99.1701144 19.39291),118,Cineclub Casa Patricio ,"-99,1701144","19,39291",Presencial en un lugar fijo,Independiente,2017,Sin información,Sin información,Comunidades específicas,https://www.facebook.com/casapatricio,Sin información,Sin información,Activo
POINT(-99.0640515492035 19.3453544666457),95,Cineclub Cinema 1917,"-99,06405155","19,34535447",Presencial en un lugar fijo,Independiente,2022,Formar públicos cinematográficos,Semanalmente,Estudiantes,https://www.facebook.com/CinemaMiravalle,instagram.com/cinema.1917,Sin información,Activo
POINT(-99.2429838068719 19.4824003330299),352,Cineclub Cinema Acatlán,"-99,24298381","19,48240033",Presencial en un lugar fijo,Institución educativa pública,2022,Formar públicos cinematográficos,Una vez por semana,Estudiantes,https://www.facebook.com/profile.php?id=100090681521558&mibextid=ZbWKwL,https://instagram.com/cinemacatlan?igshid=MmVlMjlkMTBhMg==,Sin información,Activo
POINT(-99.1647339 19.3606529),123,Cineclub Cineteca 43,"-99,1647339","19,3606529",Presencial en un lugar fijo,Comunitario,2015,Sin información,Mensualmente,Sin información,https://www.facebook.com/cineastasxayotzi/,Sin información,https://www.cinetecanacional.net/,Activo
POINT(-99.2644415769556 19.3711311826042),104,Cineclub Comunicación IBERO,"-99,26444158","19,37113118",Presencial en un lugar fijo,Sector privado,Sin información,Formar públicos cinematográficos,Sin información,Universitarios,Sin información,Sin información,Sin información,Activo
POINT(-99.0695210203639 19.4850715119542),89,Cineclub Cosmología México,"-99,06952102","19,48507151",Mixto,Independiente,2021,Reflexionar sobre temáticas diversas a través del cine,Quincenalmente,Comunidades específicas,https://www.facebook.com/profile.php?id=100084472540894,https://www.instagram.com/cineclubcosmologia/,https://cosmologiamexico.com/;,Activo
POINT(-99.0054509068773 19.2742504217114),353,Cineclub Cotidiano Crew,"-99,00545091","19,27425042",Virtual,Independiente,2020,Formar públicos cinematográficos,Quincenal,Para todo público,https://www.facebook.com/cotidianocrew,Sin información,Sin información,Activo
POINT(-99.1468956608412 19.4388066927246),350,Cineclub EIA4,"-99,14689566","19,43880669",Presencial en un lugar fijo,Dependencia de Gobierno Federal,2023,Formar públicos cinematográficos,Una vez por semana,Para todo público,https://www.facebook.com/EIA4.INBA/,Sin información,Sin información,Activo
POINT(-99.1807662 19.3408218),129,Cineclub El Cuarto Amarillo Altillo Universidad,"-99,1807662","19,3408218",Presencial en un lugar fijo,Comunitario,2011,Formar comunidad por medio del cine,Semanalmente,Vecinos,https://www.facebook.com/cineclubaltillo/,Sin información,Sin información,Activo
POINT(-99.189555262096 19.513448929751),82,Cineclub El Umbral ,"-99,18955526","19,51344893",Presencial en un lugar fijo,Independiente,2022,Promover el cine mexicano,Sin temporalidad fija,Para todo público,https://www.facebook.com/LosOlvidadosGaleria?mibextid=ZbWKwL ,Sin información,Sin información,Activo
POINT(-99.1312573765934 19.4325968467038),332,Cineclub Ellas Dirigen,"-99,13125738","19,43259685",Mixto,Independiente,2020,Promover el cine,Quincenalmente,Para todo público,https://www.facebook.com/people/Ellas-Dirigen/100067018175017/,https://www.instagram.com/ellas_dirigen/,https://ellasdirigen.wordpress.com/ 105123861300216 https://twitter.com/ellas_dirigen,Activo
POINT(-99.191101 19.345121),106,Cineclub INEHRM,"-99,191101","19,345121",Presencial en un lugar fijo,Pilares,Sin información,Sin información,Semanalmente,Sin información,https://www.facebook.com/inehrm.fanpage,Sin información,http://www.inehrm.gob.mx/?fbclid=IwAR3V1djswLR3sjlzvdR5lfNiInbyOrOX1OGMuVRTd9eoj3egRuAzUrP18gA,Activo
POINT(-99.1528106562109 19.2924660631759),239,Cineclub INPRFM (Cineclub Voz Pro Salud Mental),"-99,15281066","19,29246606",Presencial en un lugar fijo,Dependencia de Gobierno Federal,Sin información,Sin información,Mensualmente,Comunidades específicas,https://www.facebook.com/INPRFM,Sin información,https://www.facebook.com/vozpsmcdmx/,Activo
POINT(-99.0932319459161 19.2415507901274),25,Cineclub Identidad,"-99,09323195","19,24155079",Presencial en un lugar fijo,Alcaldía,2022,Formar públicos cinematográficos,Dos veces por semana,Para todo público,https://www.facebook.com/Cine-Club-Identidad-160302790806693,Sin información,Sin información,Activo
POINT(-99.1054961257032 19.3832757824809),34,Cineclub Infonavit Iztacalco  ,"-99,10549613","19,38327578",Itinerante,Independiente,2022,Garantizar el ejercicio de los derechos culturales,Semanalmente,Comunidades específicas,https://www.facebook.com/profile.php?id=100086912946291/,https://www.instagram.com/cineclub_infonavit_iztacalco/,Sin información,Activo
POINT(-99.1098384042288 19.3976076257187),62,Cineclub Jarillas,"-99,1098384","19,39760763",Mixto,Comunitario,2017,Promover el cine mexicano,Semanalmente,Para todo público,https://www.facebook.com/CasaDeCulturaLasJarillas,https://www.instagram.com/casadeculturalasjarillas/?hl=es,https://sic.cultura.gob.mx/ficha.php?table=centro_cultural&table_id=1080,Activo
POINT(-99.1421252185174 19.2800354059137),238,Cineclub Kin Metztli,"-99,14212522","19,28003541",Itinerante,Comunitario,Sin información,Sin información,Sin información,Para todo público,https://www.facebook.com/KinMetztli,Sin información,Sin información,Activo
POINT(-99.1511613608426 19.385816672703),57,Cineclub LA VENTANA,"-99,15116136","19,38581667",Presencial en un lugar fijo,Independiente,2021,Formar comunidad por medio del cine,Quincenalmente,Comunidades específicas,Sin información,Sin información,https://twitter.com/laventana?ref_src=twsrc%5Egoogle%7Ctwcamp%5Eserp%7Ctwgr%5Eauthor,Activo
POINT(-99.2858835002858 19.3616918073234),273,Cineclub Labradores de Sueños (IEMS),"-99,2858835","19,36169181",Sin información,Institución educativa pública,Sin información,Sin información,Sin información,Estudiantes,Sin información,Sin información,https://www.facebook.com/iems.cdmx,Activo
POINT(-99.1697469324208 19.2681792391745),76,Cineclub Luciérnaga,"-99,16974693","19,26817924",Itinerante,Independiente,2021,Promover el cine,Sin temporalidad fija,Para todo público,https://www.facebook.com/people/Cineclub-Luci%C3%A9rnaga-del-Bosque/100090363226780/?mibextid=LQQJ4d,Sin información,Sin información,Activo
POINT(-99.1844156935196 19.4033687689994),63,Cineclub Micelio,"-99,18441569","19,40336877",Presencial en un lugar fijo,Independiente,2021,Formar públicos cinematográficos,Semanalmente,Para todo público,https://www.facebook.com/CineclubMicelio,https://www.instagram.com/cineclubmicelio/,Sin información,Activo
POINT(-99.1851047423247 19.3760818116018),66,Cineclub Mora (espacio de exhibición),"-99,18510474","19,37608181",Presencial en un lugar fijo,Institución educativa pública,2020,Promover el cine,Semanalmente,Para todo público,https://www.facebook.com/Institutomora;,https://www.instagram.com/instituto.mora/;,https://twitter.com/institutomora;  https://www.youtube.com/@institutomoradifusion7675,Activo
POINT(-99.1258329 19.4061636),240,Cineclub Psicocinema,"-99,1258329","19,4061636",Presencial en un lugar fijo,Comunitario,2003,Promover el cine,Mensualmente,Comunidades específicas,https://www.facebook.com/PsicoCinema,Sin información,https://www.facebook.com/PsicoCinema,Activo
POINT(-99.1801284035835 19.4143728825369),24,Cineclub SAE Institute México,"-99,1801284","19,41437288",Presencial en un lugar fijo,Institución educativa privada,2022,Formar públicos cinematográficos,Semanalmente,Estudiantes,https://www.facebook.com/SAE.Institute.Mexico,https://www.instagram.com/saeinstitutemx/,https://mexico.sae.edu/licenciatura/ingenieria-en-audio/?idMP=b42f0f23b6dcde3e27eaaeb0b3311dad4699e457ae371200eb848cb768a12d33&gclid=Cj0KCQjwnMWkBhDLARIsAHBOftrh1F0zmYilcL85QRReN3kKPHrsMV_90AT9BafDpPB9y8BJWkjl-ngaAhAsEALw_wcB,Activo
POINT(-99.1023745250061 19.3034916838931),132,Cineclub Sin Límites UAM-X (Comunicación),"-99,10237453","19,30349168",Presencial en un lugar fijo,Institución educativa pública,2020,Formar públicos cinematográficos,Sin información,Universitarios,Sin información,Sin información,Sin información,Activo
POINT(-99.1348681515319 19.4879449434441),59,Cineclub TAC toma de acción comunitaria,"-99,13486815","19,48794494",Itinerante,Independiente,2020,Formar comunidad por medio del cine,Quincenalmente,Para todo público,Sin información,Sin información,tomadeaccioncomunitaria@gmail.com,Activo
POINT(-99.1641848830986 19.4270128168662),147,Cineclub Tornasolados: los colores de la diversidad,"-99,16418488","19,42701282",Presencial en un lugar fijo,Comunitario,2019,Reflexionar sobre temáticas diversas a través del cine,Semanalmente,Para todo público,https://www.facebook.com/CentroComunitarioLGBTTTI,Sin información,Sin información,Activo
POINT(-99.1178247019177 19.4669556882105),1,Cineclub Torres del Parque ,"-99,1178247","19,46695569",Mixto,Independiente,2018,Formar comunidad por medio del cine,Sin temporalidad fija,Vecinos,https://www.facebook.com/CreandoEnNubes/,Sin información,Sin información,Activo
POINT(-99.1539547370939 19.3953457149647),336,Cineclub Tóxico,"-99,15395474","19,39534571",Virtual,Independiente,2023,Formar públicos cinematográficos,Quincenalmente,Adultos mayores,https://m.facebook.com/cineclubtoxico.,Sin información,"https://youtube.com/@cineclubtoxico,,, https://www.cineclubtoxico.com",Activo
POINT(-99.17482 19.35503),327,Cineclub Unidad de Género Comisión de Derechos Humanos de la CDMX,"-99,17482","19,35503",Presencial en un lugar fijo,Dependencia del Gobierno de la CDMX,Sin información,Sin información,Sin información,Sin información,Sin información,Sin información,Sin información,Activo
POINT(-99.0603397030294 19.2936800649936),224,Cineclub Viaje Submarino (Casa de Cultura Diego Rivera),"-99,0603397","19,29368006",Presencial en un lugar fijo,Alcaldía,2019,Garantizar el ejercicio de los derechos culturales,Dos veces por semana,Para todo público,https://www.facebook.com/ccdiegorivera,Sin información,Sin información,Activo
POINT(-99.2822939219825 19.352783906492),133,Cineclub de la División de Ciencias de la Comunicación y Diseño UAM Cuajimalpa,"-99,28229392","19,35278391",Presencial en un lugar fijo,Institución educativa pública,2015,Garantizar el ejercicio de los derechos culturales,Semanalmente,Universitarios,Sin información,Sin información,Sin información,Activo
POINT(-99.1874831680616 19.3311302397478),125,Cineclub de la Facultad de Arquitectura,"-99,18748317","19,33113024",Sin información,Institución educativa pública,Sin información,Formar públicos cinematográficos,Sin información,Sin información,Sin información,Sin información,Sin información,Activo
POINT(-99.0489941013195 19.3622319225975),205,Cineclub en Linea (El Transformador- Centro de Artes y Oficios),"-99,0489941","19,36223192",Virtual ,Independiente,2021,Formar comunidad por medio del cine,Semanalmente,Comunidades específicas,https://www.facebook.com/eltransformadorIztapalapa,Sin información,Sin información,Activo
POINT(-99.1911961987024 19.4327317936245),209,Cineclub y Charla en Alianza Francesa Polanco,"-99,1911962","19,43273179",Presencial en un lugar fijo,Otros Gobiernos,2016,Formar públicos cinematográficos,Semanalmente,Comunidades específicas,https://www.facebook.com/groups/174631566252957,Sin información,https://www.alianzafrancesamx.edu.mx/cultura,Activo
POINT(-99.042345462697 19.2900749446547),84,Cineclubes Foro arteria ,"-99,04234546","19,29007494",Presencial en un lugar fijo,Comunitario,2002,Promover el cine,Tres veces por semana,Para todo público,https://www.facebook.com/p/Foro-arteria-Cineclubes-100064530018831/,https://www.instagram.com/foro_arteria/,https://foroarteria.wordpress.com/,Activo
POINT(-99.1564570477593 19.3767070103194),12,Cinefilia Amerike ,"-99,15645705","19,37670701",Presencial en un lugar fijo,Institución educativa privada,2019,Formar públicos cinematográficos,Semanalmente,Universitarios,https://www.facebook.com/AmerikeCDMX/,https://www.instagram.com/amerikecdmx/?hl=es,Sin información,Activo
POINT(-99.1653135 19.349377),122,Cinefilias,"-99,1653135","19,349377",Presencial en un lugar fijo,Comunitario,Sin información,Sin información,Mensualmente,Sin información,https://www.facebook.com/CinefiliasCoyoacan,Sin información,Sin información,Activo
POINT(-99.0663966 19.2955479),263,Cineforum ComunitarioItinerante,"-99,0663966","19,2955479",Itinerante,Comunitario,Sin información,Sin información,Sin información,Sin información,Sin información,Sin información,Sin información,Activo
POINT(-99.0836224473513 19.3575802623633),344,Cinema 242,"-99,08362245","19,35758026",Presencial en un lugar fijo,Independiente,2023,Garantizar el ejercicio de los derechos culturales,Otro,Para todo público,https://www.facebook.com/cinema242mx,https://www.instagram.com/cinema242mx/,https://twitter.com/Cinema242,Activo
POINT(-99.0898496050231 19.3604991026025),204,Cinema Atlalilco,"-99,08984961","19,3604991",Itinerante,Alcaldía,Sin información,Sin información,Semanalmente,Para todo público,https://www.facebook.com/TAtlalilcoAxomulco/,Sin información,Sin información,Activo
POINT(-99.0784501850364 19.2483634679064),30,Cinema Axólotl,"-99,07845019","19,24836347",Mixto,Institución educativa pública,2017,Formar públicos cinematográficos,Quincenalmente,Estudiantes,https://m.facebook.com/profile.php?id=100063891981577&eav=AfaFRfRT1bPznFtZVZk1Kvc2zBGOhjYe8Q8LG_InBSXaAxNcbXq4DKm2Ez4ZEPj91K8&paipv=0,Sin información,Sin información,Activo
POINT(-99.0463356371177 19.2859048221914),46,Cinema Faraíso en Faro Tláhuac,"-99,04633564","19,28590482",Presencial en un lugar fijo,Dependencia del Gobierno de la CDMX,2019,Formar comunidad por medio del cine,Dos veces por semana,Para todo público,https://www.facebook.com/farotlahuac,https://www.instagram.com/farotlahuacoficial/,https://twitter.com/farotlahuac,Activo
POINT(-99.203895695225 19.4501033349907),213,Cinema Paradiso Univi (Universidad de Vida para Personas Mayores),"-99,2038957","19,45010333",Presencial en un lugar fijo,Alcaldía,2015,Formar públicos cinematográficos,Semanalmente,Adultos mayores,Sin información,Sin información,Sin información,Activo
POINT(-99.1359846809523 19.4362933852497),156,Cinema Queer México,"-99,13598468","19,43629339",Itinerante,Independiente,2018,Reflexionar sobre temáticas diversas a través del cine,Anualmente,Comunidades específicas,https://www.facebook.com/cinemaqueermx/,https://www.instagram.com/cinemaqueermx/,https://cinemaqueermx.org/,Activo
POINT(-99.0577138527189 19.4481264649606),196,Cinema Vagabunda,"-99,05771385","19,44812646",Presencial en un lugar fijo,Comunitario,2019,Formar públicos cinematográficos,Mensualmente,Comunidades específicas,Sin información,Sin información,"ILOVECUCHILLA, EL FANZINE",Activo
POINT(-99.1435788594097 19.3234157218791),26,Cinema Volcán,"-99,14357886","19,32341572",Presencial en un lugar fijo,Independiente,1964,Formar públicos cinematográficos,Sin información,Comunidades específicas,https://www.facebook.com/museoanahuacalli/,https://www.instagram.com/talleres_anahuacalli/,https://museoanahuacalli.org.mx/#informacion,Activo
POINT(-99.2477877203638 19.4871214241649),339,Cinemacatlán,"-99,24778772","19,48712142",Presencial en un lugar fijo,Institución educativa pública,2022,Formar públicos cinematográficos,Semanalmente,Para todo público,Facebook https://www.facebook.com/profile.php?id=100090681521558,Sin información,Sin información,Activo
POINT(-99.1924984900897 19.3399928502093),331,"Cinemanía, espacio de exhibición","-99,19249849","19,33999285",Presencial en un lugar fijo,Independiente,2021,Formar comunidad por medio del cine,Semanalmente,Para todo público,"https://www.facebook.com/CinemaniaCDMX,",https://www.instagram.com/cinemaniacdmx/,"https://vm.tiktok.com/ZMLoHVcMm/https://cinemanias.mx/,",Activo
POINT(-99.1567171 19.441993),183,Cinematógrafo del Museo Universitario del Chopo ,"-99,1567171","19,441993",Presencial en un lugar fijo,Institución educativa pública,Sin información,Sin información,Sin información,Comunidades específicas,https://www.facebook.com/MuseodelChopo,Sin información,https://chopo.unam.mx/cartelera_cine.html,Activo
POINT(-99.1628191276484 19.347974036103),322,Cinenauta,"-99,16281913","19,34797404",Presencial en un lugar fijo,Independiente,Sin información,Sin información,Sin información,Sin información,https://www.facebook.com/CinenautaMX?locale=es_LA,Sin información,Sin información,Activo
POINT(-99.1174330612533 19.4279641946562),33,Cinequimera IEMS Preparatoria José Revueltas Sánchez,"-99,11743306","19,42796419",Presencial en un lugar fijo,Institución educativa pública,2019,Reflexionar sobre temáticas diversas a través del cine,Semanalmente,Estudiantes,Fhttps://www.facebook.com/PlantelJoseRevueltasIEMSacebook,Sin información,Sin información,Activo
POINT(-99.1471287 19.4339618),191,Cinestésica,"-99,1471287","19,4339618",Presencial en un lugar fijo,Independiente,2015,Promover el cine,Mensualmente,Para todo público,https://www.facebook.com/profile.php?id=100057377294170,Sin información,Sin información,Activo
POINT(-99.1177736035832 19.4304734308962),40,Cineteca San Lazaro,"-99,1177736","19,43047343",Mixto,Dependencia de Gobierno Federal,2019,Promover el cine,Tres veces por semana,Para todo público,https://www.facebook.com/CinetecaSanLazaro/,Sin información,Sin información,Activo
,80,Cineteca para raros,,,Itinerante,Independiente,2017,Promover el cine,Sin temporalidad fija,Para todo público,https://www.facebook.com/p/Cineteca-Para-Raros-100068951350105/,https://www.instagram.com/explore/locations/123291631081401/cineteca-para-raros/,https://twitter.com/cineparararos?lang=es,Activo
POINT(-99.1346221338574 19.4280815944912),124,Cinito Cinedebate,"-99,13462213","19,42808159",Itinerante,Independiente,2013,Formar públicos cinematográficos,Dos veces por semana,Para todo público,https://www.facebook.com/cinitomx,Sin información,Sin información,Activo
POINT(-99.113922 19.4812995),44,Cinito Tlacuache La Villa ,"-99,113922","19,4812995",Presencial en un lugar fijo,Dependencia del Gobierno de la CDMX,2019,Garantizar el ejercicio de los derechos culturales,Dos veces por semana,Para todo público,https://www.facebook.com/CasaDeCulturaLaVilla/,Sin información,Sin información,Desconocido
POINT(-99.1364598864893 19.4263996605873),162,Claustro de Sor Juana,"-99,13645989","19,42639966",Sin información,Institución educativa privada,Sin información,Sin información,Sin información,Sin información,https://www.facebook.com/U.ElClaustro/,Sin información,https://elclaustro.mx/,Activo
